h_type,date,adress,loc,num_floor,unit_per_floor,price,age,statuse,view,doc_status,north,south,west,east,floor,area,num_sleep,telephone,kitchen,service,floor_covering,open,parking,warehouse,balcony,equipment,Document_type,Propertyـstatus
آپارتمان,1404/02/10,هروی ساقدوش,4,5,4,"17,000,000,000 تومان",15,مسکونی,سنگ,شخصي,1,0,0,0,2,114,3,1,MDF,ايراني فرنگي,پارکت,1,1,1,1,شوفاژ_کولر_آسانسور_گاز,شخصي,مسکونی
آپارتمان,1404/02/02,مجیدیه شمالی خ استاد حسن بنا,4,4,1,"4,000,000,000 تومان",16,تخلیه,سنگ,شخصي,0,1,0,0,3,52,1,1,MDF,ايرانی,سراميک,1,0,1,0,کولر_گاز,شخصي,تخلیه
آپارتمان,1404/02/08,هنگام شمیران نو,4,3,2,"4,000,000,000 تومان",25,مسکونی,سنگ,قولنامه اي,0,1,0,0,همكف,85,2,1,MDF,ايرانی,سراميک,1,0,1,0,کولر_گاز,قولنامه اي,مسکونی
آپارتمان,1404/02/08,حكیمیه خ سازمان آب,4,7,6,"8,330,000,000 تومان",نوساز,تخلیه,سنگ,دردست اقدام,1,0,0,0,6,98,2,1,دلخواه,ايراني فرنگي,سراميک,0,1,1,1,فن کوئر_آسانسور,دردست اقدام,تخلیه
آپارتمان,1404/02/09,تهرانپارس خ طاهری,4,4,2,"6,000,000,000 تومان",22,مسکونی,سنگ,شخصي,1,0,0,0,1,70,2,1,MDF,ايرانی,سراميک,1,0,1,0,شوفاژ_کولر_گاز,شخصي,مسکونی
آپارتمان,1404/02/09,اتوبان بابایی شهرك البرز,4,10,8,"9,000,000,000 تومان",8,مسکونی,سيمان,تعاوني,0,1,0,0,5,92,3,1,هایگلاس,ايراني فرنگي,سراميک,1,1,1,0,شوفاژ_کولر_آسانسور_گاز,تعاوني,مسکونی
آپارتمان,1404/02/08,جشنواره میدان رهبر خ بهزادی,4,5,1,"3,100,000,000 تومان",3,مسکونی,سنگ,قولنامه اي,0,1,0,0,2,75,2,1,MDF,ايرانی,سراميک,1,0,1,0,کولر_آسانسور_گاز,قولنامه اي,مسکونی
آپارتمان,1404/02/02,شهیدعراقی خ سیف,4,5,3,"17,000,000,000 تومان",5,اجاره,سنگ,شخصي,1,0,0,0,3,100,2,1,MDF,ايراني فرنگي,سنگ,1,1,1,1,شوفاژ_کولر_آسانسور_گاز,شخصي,اجاره
آپارتمان,1404/02/02,تهرانپارس خ استخر خ صفائی فراهانی,4,5,1,"21,000,000,000 تومان",نوساز,تخلیه,ترکیبی,شخصي,1,1,0,0,3,150,3,1,چوبي,ايراني فرنگي,سراميک,1,1,1,1,کولر_آسانسور_پکیج_گاز,شخصي,تخلیه
آپارتمان,1404/01/31,تهرانپارس ك 194 غربی,4,5,3,"6,850,000,000 تومان",20,تخلیه,سنگ,شخصي,0,1,0,0,4,62,1,1,MDF,ايرانی,موزائيک,1,0,1,1,شوفاژ_کولر_آسانسور_گاز,شخصي,تخلیه
آپارتمان,1404/01/31,تهرانپارس میدان پروین خ 196,4,4,2,"4,650,000,000 تومان",13,مسکونی,سنگ,شخصي,1,1,0,0,همكف,74,2,1,MDF,فرنگی,سنگ,1,0,1,1,کولر_گاز,شخصي,مسکونی
آپارتمان,1404/02/08,تهرانپارس خ بهار,4,5,2,"18,000,000,000 تومان",10,مسکونی,ترکیبی,شخصي,1,0,0,0,4,145,3,1,MDF,ايراني فرنگي,سنگ,1,1,1,1,شوفاژ_کولر_آسانسور,شخصي,مسکونی
آپارتمان,1404/02/08,فرجام غربی خ احدزاده,4,5,2,"10,500,000,000 تومان",4,تخلیه,سنگ,شخصي,0,1,0,0,2,90,2,1,MDF,ايراني فرنگي,سنگ,1,1,0,1,شوفاژ_کولر_آسانسور_پکیج_گاز,شخصي,تخلیه
آپارتمان,1404/02/02,تهرانپارس بلوار شاهد,4,4,2,"5,300,000,000 تومان",23,مسکونی,سنگ,شخصي,0,1,0,0,4,60,1,2,MDF,ايرانی,سراميک,0,0,1,0,شوفاژ_کولر_گاز,شخصي,مسکونی
آپارتمان,1404/01/31,لویزان خ طجرلو ك شیان,4,5,4,"11,200,000,000 تومان",17,مسکونی,سنگ,شخصي,0,1,0,0,2,92,2,1,MDF,فرنگی,سراميک,1,0,1,1,شوفاژ_کولر_آسانسور_گاز,شخصي,مسکونی
آپارتمان,1404/01/30,جشنواره بلوار احسان,4,5,4,"5,460,000,000 تومان",18,مسکونی,سنگ,شخصي,0,1,0,0,3,91,2,1,MDF,ايراني فرنگي,سراميک,1,1,1,0,شوفاژ_کولر_آسانسور_گاز,شخصي,مسکونی
آپارتمان,1404/02/02,تهرانپارس خ ایزدپناه,4,4,3,"7,500,000,000 تومان",21,اجاره,سنگ,شخصي,1,0,0,0,3,89,2,1,هایگلاس,ايراني فرنگي,سنگ,1,1,1,1,شوفاژ_کولر,شخصي,اجاره
آپارتمان,1404/02/08,فرجام خ حیدرخانی,4,4,1,"9,880,000,000 تومان",22,اجاره,سنگ,شخصي,0,1,0,0,1,104,2,1,MDF,ايرانی,سراميک,1,0,0,1,شوفاژ_کولر_گاز,شخصي,اجاره
آپارتمان,1404/02/08,هنگام شمیران نو,4,1,1,"4,500,000,000 تومان",23,تخلیه,سنگ,قولنامه اي,1,0,0,0,1,80,1,1,MDF,ايرانی,سراميک,1,0,1,0,کولر_گاز,قولنامه اي,تخلیه
آپارتمان,1404/01/30,جشنواره خ امین ك علامه طباطبایی,4,4,1,"3,800,000,000 تومان",12,مسکونی,سنگ,شخصي,0,1,0,0,3,60,1,1,MDF,ايرانی,سراميک,1,0,1,0,شوفاژ_کولر_آسانسور_گاز,شخصي,مسکونی
آپارتمان,1404/01/30,سراج ك احمدبیات,4,4,1,"28,500,000,000 تومان",150,8,12,مسکونی,0,1,0,0,كلی,380,8,1,MDF,ايراني فرنگي,سنگ,1,1,0,1,شوفاژ_کولر_گاز,شخصي,مسکونی
آپارتمان,1404/02/07,تهرانپارس ك شعبانی,4,5,2,"9,500,000,000 تومان",15,مسکونی,سنگ,شخصي,0,1,0,0,3,92,2,1,MDF,ايراني فرنگي,پارکت,1,1,1,0,کولر_آسانسور_پکیج,شخصي,مسکونی
آپارتمان,1404/02/01,خواجه عبد الله خ چگینی,4,5,2,"18,700,000,000 تومان",نوساز,تخلیه,سنگ,شخصي,1,0,0,0,1,110,2,1,هایگلاس,ايراني فرنگي,سنگ,1,1,1,1,کولر_آسانسور_پکیج_گاز,شخصي,تخلیه
آپارتمان,1404/01/31,تهرانپارس خ 196 غربی خ 210,4,5,2,"11,000,000,000 تومان",10,مسکونی,سنگ,شخصي,1,0,0,0,5,100,2,1,MDF,ايراني فرنگي,سنگ,1,1,1,1,کولر_آسانسور_پکیج,شخصي,مسکونی
آپارتمان,1404/01/28,شمس آباد خ خانعلی,4,5,2,"12,610,000,000 تومان",1,مسکونی,سنگ,شخصي,0,1,0,0,3,97,2,1,MDF,ايراني فرنگي,سراميک,1,1,1,1,شوفاژ_کولر_آسانسور_پکیج_گاز,شخصي,مسکونی
آپارتمان,1404/02/02,جشنواره خ امین خ مطهری,4,5,4,"6,850,000,000 تومان",10,مسکونی,سنگ,شخصي,0,1,0,0,3,71,2,1,هایگلاس,ايرانی,سراميک,1,1,1,1,شوفاژ_کولر_آسانسور_گاز,شخصي,مسکونی
آپارتمان,1404/02/01,بزرگراه رسالت نرسیده به مترو باقری خ احمدیان,4,5,3,"12,000,000,000 تومان",1,مسکونی,سنگ,شخصي,1,0,0,0,1,104,2,1,MDF,ايراني فرنگي,سراميک,1,1,1,1,کولر_آسانسور_پکیج_گاز,شخصي,مسکونی
آپارتمان,1404/02/11,فرجام غربی خ حیدرخانی,4,4,1,"4,000,000,000 تومان",17,اجاره,سنگ,شخصي,1,0,0,0,2,45,1,1,MDF,ايرانی,پارکت,1,0,1,0,شوفاژ_کولر_آسانسور_گاز,شخصي,اجاره
آپارتمان,1404/02/07,تهرانپارس خ 148,4,3,1,"20,000,000,000 تومان",30,مسکونی,سنگ,شخصي,0,1,0,0,همكف+1,104,2,1,MDF,ايرانی,سراميک,1,1,1,1,کولر_حیاط_پکیج_گاز,شخصي,مسکونی
آپارتمان,1404/02/03,تهرانپارس بلوار پروین خ 214,4,5,1,"16,640,000,000 تومان",نوساز,تخلیه,سنگ,شخصي,1,0,0,0,5,130,3,1,MDF,ايراني فرنگي,سراميک,1,1,1,1,کولر_آسانسور_پکیج_گاز,شخصي,تخلیه
آپارتمان,1404/02/02,جشنواره خ زهدی,4,4,2,"3,800,000,000 تومان",16,تخلیه,سنگ,شخصي,1,0,0,0,3,60,1,1,MDF,ايرانی,سراميک,1,1,1,1,کولر_گاز,شخصي,تخلیه
آپارتمان,1404/02/08,جشنواره بلوار احسان,4,4,4,"4,800,000,000 تومان",20,اجاره,سنگ,شخصي,0,1,0,0,2,82,2,1,MDF,ايراني فرنگي,سراميک,1,1,1,0,کولر_گاز,شخصي,اجاره
آپارتمان,1404/01/31,تهرانپارس خ 222 غربی,4,4,2,"6,900,000,000 تومان",17,مسکونی,سنگ,شخصي,1,0,0,0,2,88,2,1,MDF,ايرانی,سراميک,1,1,1,0,کولر_پکیج_گاز,شخصي,مسکونی
آپارتمان,1404/02/07,شمس آباد میدان ملت,4,5,2,"23,000,000,000 تومان",7,تخلیه,سنگ,شخصي,1,0,0,0,4,100,2,1,MDF,ايراني فرنگي,موکت,1,1,1,1,شوفاژ_کولر_آسانسور_گاز,شخصي,تخلیه
آپارتمان,1404/02/09,هنگام شمیران نو,4,3,1,"2,500,000,000 تومان",22,مسکونی,سنگ,قولنامه اي,0,1,0,0,1,55,1,1,MDF,ايرانی,سراميک,1,0,1,0,کولر_گاز,قولنامه اي,مسکونی
آپارتمان,1404/02/09,جشنواره خ اسفندانی,4,4,2,"4,500,000,000 تومان",20,تخلیه,سنگ,شخصي,0,1,0,0,4,63,2,1,MDF,ايرانی,پارکت,0,0,1,1,شوفاژ_کولر,شخصي,تخلیه
آپارتمان,1404/02/01,فرجام خ حیدرخانی,4,4,2,"4,050,000,000 تومان",21,مسکونی,سنگ,شخصي,1,0,0,0,3,63,1,1,MDF,ايرانی,سراميک,0,0,0,1,کولر_گاز,شخصي,مسکونی
آپارتمان,1404/02/10,هنگام شمیران نو,4,6,2,"4,500,000,000 تومان",13,مسکونی,سنگ,قولنامه اي,1,0,0,0,6,75,2,2,MDF,ايرانی,موکت,1,1,0,0,شوفاژ_کولر_آسانسور_گاز,قولنامه اي,مسکونی
آپارتمان,1404/02/06,شهیدعراقی خ كشوری,4,5,2,"21,700,000,000 تومان",3,تخلیه,سنگ,شخصي,0,1,0,0,2,140,3,1,هایگلاس,ايرانی,سنگ,1,1,1,1,شوفاژ_کولر_آسانسور_پکیج_گاز,شخصي,تخلیه
آپارتمان,1404/02/08,قنات كوثر 20 متری مسجد,4,4,1,"7,150,000,000 تومان",12,مسکونی,سنگ,شخصي,0,1,0,0,4,81,2,1,MDF,ايراني فرنگي,سراميک,1,0,1,1,کولر_پکیج_گاز,شخصي,مسکونی
آپارتمان,1404/02/03,تهرانپارس خ 200 غربی,4,4,7,"5,880,000,000 تومان",25,مسکونی,سنگ,شخصي,1,0,0,0,4,98,2,2,MDF,ايرانی,سراميک,1,0,1,1,کولر_گاز,شخصي,مسکونی
آپارتمان,1404/02/07,تهران پارس خ بهار ك 109,4,5,2,"19,000,000,000 تومان",16,مسکونی,سنگ,شخصي,0,1,0,0,2,150,3,1,MDF,ايراني فرنگي,سراميک,1,1,1,1,شوفاژ_کولر_آسانسور_گاز,شخصي,مسکونی
آپارتمان,1404/02/07,تهرانپارس بلوار پروین خ 208,4,4,2,"3,800,000,000 تومان",20,مسکونی,سنگ,شخصي,1,0,0,0,4,50,1,1,MDF,ايراني فرنگي,سراميک,1,0,1,0,کولر_گاز,شخصي,مسکونی
آپارتمان,1404/01/30,تهرانپارس خ 216 غربی,4,5,2,"7,300,000,000 تومان",13,اجاره,سنگ,شخصي,0,1,0,0,1,75,2,1,MDF,ايراني فرنگي,سراميک,1,0,1,0,شوفاژ_کولر_آسانسور,شخصي,اجاره
آپارتمان,1404/01/30,تهرانپارس خ استخر,4,4,3,"4,600,000,000 تومان",8,اجاره,سنگ,شخصي,0,1,0,0,1,53,1,1,MDF,ايراني فرنگي,سنگ,1,0,0,1,کولر_آسانسور_پکیج,شخصي,اجاره
آپارتمان,1404/01/30,تهرانپارس تقاطع توحید و استقلال,4,3,2,"5,700,000,000 تومان",15,تخلیه,سنگ,شخصي,1,1,0,0,1,57,1,1,MDF,ايرانی,سنگ,1,1,1,1,شوفاژ_کولر,شخصي,تخلیه
آپارتمان,1404/02/07,تهرانپارس بلوار پروین بین 133 و 135,4,5,2,"6,300,000,000 تومان",4,اجاره,تراورتن,دردست اقدام,0,1,0,0,5,67,1,0,MDF,ايراني فرنگي,پارکت سراميک,1,1,1,1,کولر_آسانسور_پکیج,دردست اقدام,اجاره
آپارتمان,1404/02/03,اتوبان بابایی شهرك شهید بهشتی,4,10,6,"6,500,000,000 تومان",7,مسکونی,سنگ,تعاوني,1,1,0,0,4,71,2,1,هایگلاس,ايراني فرنگي,سراميک,1,1,1,1,شوفاژ_کولر_آسانسور_گاز,تعاوني,مسکونی
آپارتمان,1404/02/01,تهرانپارس خ رشید,4,5,1,"17,550,000,000 تومان",19,مسکونی,گرانيت,شخصي,1,0,0,0,3,138,3,2,MDF,ايراني فرنگي,سنگ,1,1,1,1,شوفاژ_کولر_آسانسور,شخصي,مسکونی
آپارتمان,1404/02/02,اتوبان بابایی جنب شهرك بهشتی,4,15,11,"9,450,000,000 تومان",10,اجاره,سنگ,شخصي,1,0,1,0,5,105,2,1,هایگلاس,ايراني فرنگي,سراميک,1,1,1,1,آسانسور_چیلر,شخصي,اجاره
آپارتمان,1404/02/06,تهرانپارس بلوارپروین ك 220شرقی,4,4,4,"11,000,000,000 تومان",28,مسکونی,سنگ,شخصي,0,1,0,0,همكف,90,2,1,MDF,فرنگی,سراميک,1,1,1,1,شوفاژ_کولر_گاز,شخصي,مسکونی
آپارتمان,1404/02/06,سراج تقاطع اردیبهشت,4,4,2,"5,000,000,000 تومان",8,تخلیه,سنگ,شخصي,1,0,0,0,2,50,1,1,MDF,ايرانی,سراميک,1,1,1,1,شوفاژ_کولر_آسانسور_پکیج_گاز,شخصي,تخلیه
آپارتمان,1404/01/30,جشنواره خ هلیسایی,4,4,2,"6,500,000,000 تومان",30,اجاره,سنگ,شخصي,1,0,0,0,4,95,2,1,هایگلاس,ايرانی,لامنيت,0,1,1,1,کولر_پکیج,شخصي,اجاره
آپارتمان,1404/02/08,هروی خ حسین آباد,4,5,2,"17,100,000,000 تومان",نوساز,اجاره,سنگ,شخصي,0,1,0,0,2,95,2,1,MDF,ايراني فرنگي,سنگ,1,1,1,1,کولر_آسانسور_پکیج,شخصي,اجاره
آپارتمان,1404/02/02,هنگام نرسیده به ك ونایی,4,6,4,"9,700,000,000 تومان",4,مسکونی,سنگ,شخصي,1,0,0,0,3,97,2,2,MDF,ايراني فرنگي,سراميک,1,1,1,1,شوفاژ_کولر_آسانسور_گاز,شخصي,مسکونی
آپارتمان,1404/02/02,تهرانپارس بلوار پروین خ 133شمالی,4,3,2,"7,200,000,000 تومان",18,مسکونی,آجر سه سانت,شخصي,0,1,0,0,3,75,2,1,MDF,ايراني فرنگي,سراميک,1,0,0,0,کولر_پکیج_گاز,شخصي,مسکونی
آپارتمان,1404/01/28,شمس آباد خ هدایتی,4,4,4,"5,500,000,000 تومان",14,مسکونی,سنگ,شخصي,1,0,0,0,4,73,1,1,MDF,ايرانی,سراميک,1,0,1,1,شوفاژ_کولر_گاز,شخصي,مسکونی
آپارتمان,1404/02/09,لویزان خ فرشادی,4,6,4,"14,500,000,000 تومان",9,تخلیه,سنگ,شخصي,1,0,0,0,4,127,3,1,MDF,ايراني فرنگي,سنگ,1,1,1,1,شوفاژ_کولر_آسانسور_گاز,شخصي,تخلیه
آپارتمان,1404/02/08,تهرانپارس خ 112,4,5,1,"22,742,000,000 تومان",نوساز,تخلیه,سنگ,شخصي,0,1,0,0,2,166,3,1,MDF,ايراني فرنگي,سراميک,1,1,1,1,کولر_آسانسور_پکیج_گاز,شخصي,تخلیه
آپارتمان,1404/02/07,دلاوران تكاوران جنوبی,4,4,2,"3,900,000,000 تومان",18,اجاره,سنگ,شخصي,0,1,0,0,4,60,1,1,MDF,ايرانی,سراميک,0,0,1,0,کولر_آسانسور_گاز,شخصي,اجاره
آپارتمان,1404/02/03,قنات كوثر خ نهم,4,6,2,"11,000,000,000 تومان",9,اجاره,سنگ,شخصي,0,1,0,0,1,90,2,1,MDF,ايراني فرنگي,سراميک,1,1,1,1,کولر_آسانسور_پکیج_گاز,شخصي,اجاره
آپارتمان,1404/02/02,تهرانپارس بلوار شاهد,4,5,2,"8,200,000,000 تومان",16,تخلیه,سنگ,شخصي,0,1,0,0,5,94,2,1,MDF,فرنگی,سراميک,1,0,1,1,شوفاژ_کولر_آسانسور_پکیج_گاز,شخصي,تخلیه
آپارتمان,1404/02/09,جشنواره جنب مترو فرهنگسرا,4,4,4,"3,750,000,000 تومان",18,تخلیه,سنگ,شخصي,0,1,0,0,4,61,1,1,MDF,ايرانی,سراميک,1,0,1,1,کولر_گاز,شخصي,تخلیه
آپارتمان,1404/02/03,تهرانپارس فلكه سوم خ مظفری,4,6,2,"16,470,000,000 تومان",نوساز,تخلیه,سنگ,شخصي,1,1,0,0,مختلف,122,2,1,MDF,ايراني فرنگي,سنگ,1,1,1,1,کولر_آسانسور_پکیج,شخصي,تخلیه
آپارتمان,1404/01/31,هنگام شمیران نو,4,3,1,"1,600,000,000 تومان",16,تخلیه,سنگ,قولنامه اي,0,1,0,0,2,55,1,1,MDF,ايرانی,سراميک,1,0,1,0,کولر_آسانسور_گاز,قولنامه اي,تخلیه
آپارتمان,1404/02/09,هروی پناهی نیا خ ضابطی,4,4,---,"7,000,000,000 تومان",نوساز,تخلیه,شخصي,,1,0,0,0,1,48,1,1,MDF,ايراني فرنگي,سراميک,1,1,0,1,کولر_آسانسور_پکیج_گاز,شخصي,تخلیه
آپارتمان,1404/02/03,شمس آباد خ ریحانی,4,5,4,"12,600,000,000 تومان",6,مسکونی,سنگ,شخصي,1,0,0,0,2,84,2,1,MDF,ايراني فرنگي,سراميک,1,1,1,1,کولر_آسانسور_پکیج_گاز,شخصي,مسکونی
آپارتمان,1404/02/10,تهرانپارس خ استخر,4,2,1,"3,500,000,000 تومان",30,اجاره,سنگ,شخصي,0,1,0,0,1,58,1,1,MDF,ايرانی,موکت,1,0,0,0,کولر_گاز,شخصي,اجاره
آپارتمان,1404/01/30,تهرانپارس بالاتر از فلكه 3,4,5,3,"5,850,000,000 تومان",23,مسکونی,گرانيت,شخصي,0,1,0,0,4,61,1,1,MDF,ايراني فرنگي,سراميک,1,0,1,1,شوفاژ_کولر_آسانسور,شخصي,مسکونی
آپارتمان,1404/01/28,فرجام غربی خ عبادی,4,2,2,"14,025,000,000 تومان",30,مسکونی,سنگ,شخصي,0,1,0,0,2,165,3,1,فلزي,ايراني فرنگي,سراميک,1,1,1,1,شوفاژ_کولر_گاز,شخصي,مسکونی
آپارتمان,1404/02/01,شمس آباد خ محمودی,4,5,2,"15,600,000,000 تومان",2,مسکونی,سنگ,شخصي,1,0,0,0,5,120,2,1,MDF,ايراني فرنگي,سراميک,1,1,1,1,شوفاژ_کولر_آسانسور_پکیج_گاز,شخصي,مسکونی
آپارتمان,1404/02/08,شمس آباد خ ریحانی,4,5,2,"8,500,000,000 تومان",11,تخلیه,سنگ,شخصي,1,0,0,0,1,74,2,0,MDF,ايراني فرنگي,سنگ,1,0,0,1,کولر_آسانسور_پکیج,شخصي,تخلیه
آپارتمان,1404/02/09,حكیمیه سازمان آب,4,4,3,"6,500,000,000 تومان",15,تخلیه,سنگ,شخصي,0,1,0,0,2,89,2,1,MDF,ايراني فرنگي,سراميک,1,1,1,1,شوفاژ_کولر_آسانسور_گاز,شخصي,تخلیه
آپارتمان,1404/02/02,تهرانپارس خ 180.1,4,5,2,"13,000,000,000 تومان",1,مسکونی,سنگ,شخصي,0,1,0,0,2,95,2,1,MDF,ايراني فرنگي,سراميک,1,1,1,1,کولر_آسانسور_پکیج_گاز,شخصي,مسکونی
آپارتمان,1404/01/31,فرجام بالاتراز خ 45,4,4,3,"11,500,000,000 تومان",28,مسکونی,آجر,شخصي,1,0,0,0,4,98,2,1,MDF,ايراني فرنگي,پارکت,1,1,1,1,کولر_گاز,شخصي,مسکونی
آپارتمان,1404/01/30,خواجه عبدالله خ ابوذر شمالی,4,3,1,"9,700,000,000 تومان",18,مسکونی,سنگ,شخصي,0,1,0,0,1,97,2,1,MDF,ايرانی,سراميک,1,0,1,1,کولر_گاز,شخصي,مسکونی
آپارتمان,1404/02/09,جشنواره خ احسان بلوارگرمابدری,4,4,2,"3,500,000,000 تومان",7,تخلیه,سنگ,قولنامه اي,1,0,0,0,1,55,1,1,MDF,ايرانی,سراميک,1,0,1,0,کولر_پکیج_گاز,قولنامه اي,تخلیه
آپارتمان,1404/02/02,لویزان شیان 3,4,4,4,"16,200,000,000 تومان",22,اجاره,سنگ,شخصي,0,0,1,1,1,114,2,1,MDF,فرنگی,پارکت,1,1,1,0,شوفاژ_کولر_آسانسور,شخصي,اجاره
آپارتمان,1404/01/30,هروی خ ساقدوش,4,9,3,"25,000,000,000 تومان",10,مسکونی,سنگ,شخصي,1,0,0,0,7,135,3,1,MDF,ايراني فرنگي,سنگ,1,1,1,1,شوفاژ_کولر_آسانسور_حیاط,شخصي,مسکونی
آپارتمان,1404/02/07,دلاوران تكاوران,4,5,2,"7,275,000,000 تومان",4,مسکونی,سنگ,شخصي,1,0,0,0,2,97,2,1,MDF,ايراني فرنگي,سراميک,1,1,1,1,شوفاژ_کولر_آسانسور_گاز,شخصي,مسکونی
آپارتمان,1404/02/02,تهران پارس فلكه 1 خ 146,4,5,2,"9,500,000,000 تومان",20,مسکونی,سنگ,شخصي,1,0,0,0,5,85,2,1,MDF,ايراني فرنگي,سراميک,1,0,1,1,شوفاژ_کولر_آسانسور_گاز,شخصي,مسکونی
آپارتمان,1404/01/31,مجیدیه شمالی خ استاد حسن بنا,4,4,1,"6,000,000,000 تومان",13,اجاره,تراورتن,شخصي,0,1,0,0,4,70,2,1,MDF,ايرانی,سراميک,1,0,1,1,شوفاژ_کولر_گاز,شخصي,اجاره
آپارتمان,1404/02/10,تهرانپارس خ 178 شرقی,4,4,3,"5,200,000,000 تومان",19,مسکونی,سنگ,شخصي,0,1,0,0,4,66,2,1,MDF,ايراني فرنگي,سراميک,1,1,1,1,کولر_گاز,شخصي,مسکونی
آپارتمان,1404/02/06,خواجه عبدالله خ هشتم,4,4,2,"13,500,000,000 تومان",نوساز,تخلیه,سنگ,شخصي,0,1,0,0,3,56,1,1,MDF,ايراني فرنگي,سراميک,1,1,1,1,شوفاژ_کولر_آسانسور_پکیج_گاز,شخصي,تخلیه
آپارتمان,1404/02/09,هنگام شمیران نو,4,4,1,"2,900,000,000 تومان",17,مسکونی,سنگ,قولنامه اي,0,1,0,0,2,75,1,1,MDF,ايرانی,موزائيک,1,0,1,0,کولر_گاز,قولنامه اي,مسکونی
آپارتمان,1404/02/03,تهرانپارس شهرك پارس,4,8,2,"15,700,000,000 تومان",12,مسکونی,سنگ,شخصي,0,1,0,0,2,130,3,1,چوبي,ايراني فرنگي,پارکت,1,1,1,1,کولر_آسانسور_پکیج_گاز,شخصي,مسکونی
آپارتمان,1404/02/06,فرجام میدان 100,4,5,4,"7,200,000,000 تومان",8,اجاره,سنگ,شخصي,0,0,0,1,4,60,2,1,MDF,ايراني فرنگي,سراميک,1,1,1,1,شوفاژ_کولر_آسانسور_پکیج_گاز,شخصي,اجاره
آپارتمان,1404/02/06,تهرانپارس خ توحید,4,4,2,"4,900,000,000 تومان",30,تخلیه,سنگ,شخصي,1,0,0,1,زیرهمكف,58,2,1,MDF,ايرانی,سراميک,1,0,0,0,کولر_گاز,شخصي,تخلیه
آپارتمان,1404/02/08,تهرانپارس بلواراردیبهشت,4,5,3,"6,480,000,000 تومان",15,اجاره,سنگ,شخصي,0,1,0,0,4,54,2,1,MDF,ايراني فرنگي,سراميک,1,0,1,1,شوفاژ_کولر_آسانسور_گاز,شخصي,اجاره
آپارتمان,1404/02/11,تهرانپارس بلوار پروین خ 222,4,4,---,"4,500,000,000 تومان",26,تخلیه,سنگ,شخصي,1,0,0,0,4,66,1,1,MDF,ايرانی,سراميک,1,1,1,0,کولر_گاز,شخصي,تخلیه
آپارتمان,1404/01/30,تهرانپارس خ رشید جنوبی,4,5,2,"17,000,000,000 تومان",20,مسکونی,سنگ,شخصي,0,1,0,0,2,135,3,1,MDF,ايراني فرنگي,سنگ,1,1,1,1,شوفاژ_کولر_آسانسور_گاز,شخصي,مسکونی
آپارتمان,1404/02/01,تهرانپارس خ 156شرقی,4,5,2,"18,290,000,000 تومان",1,مسکونی,سنگ,شخصي,1,0,0,0,3,118,2,1,نا مشخص,ايراني فرنگي,سنگ,1,1,1,1,کولر_آسانسور_گاز,شخصي,مسکونی
آپارتمان,1404/02/08,تهرانپارس غربی بهار,4,3,2,"4,960,000,000 تومان",30,اجاره,سنگ,شخصي,1,0,0,0,3,62,1,2,MDF,ايرانی,پارکت,1,0,1,1,شوفاژ_کولر_گاز,شخصي,اجاره
آپارتمان,1404/02/02,تهرانپارس خ تیرانداز,4,4,1,"6,300,000,000 تومان",20,تخلیه,سنگ,شخصي,1,0,0,0,3,70,2,1,MDF,ايرانی,سنگ,1,1,1,1,کولر_پکیج,شخصي,تخلیه
آپارتمان,1404/02/08,اتوبان بابایی شهرك بهشتی,4,20,12,"9,000,000,000 تومان",نوساز,تخلیه,سيمان,تعاوني,0,1,0,0,8,97,2,1,MDF,ايرانی,سراميک,0,1,1,1,شوفاژ_کولر_آسانسور_گاز,تعاوني,تخلیه
آپارتمان,1404/01/31,تهرانپارس خ 198غربی,4,4,2,"6,000,000,000 تومان",17,مسکونی,سنگ,شخصي,1,0,0,0,4,63,2,1,MDF,ايراني فرنگي,سراميک,0,1,1,0,شوفاژ_کولر_گاز,شخصي,مسکونی
آپارتمان,1404/02/08,جشنواره خ درختی,4,3,2,"7,000,000,000 تومان",27,مسکونی,سنگ,شخصي,0,1,0,0,3,77,2,1,MDF,ايرانی,سراميک,1,1,1,1,کولر_گاز,شخصي,مسکونی
آپارتمان,1404/02/11,تهرانپارس خ 222,4,4,2,"7,700,000,000 تومان",20,تخلیه,آجر سه سانت,شخصي,0,1,0,0,1,78,2,1,MDF,ايرانی,پارکت,1,0,1,0,شوفاژ_کولر_آسانسور,شخصي,تخلیه
آپارتمان,1404/02/01,تهرانپارس خ 206 غربی,4,5,2,"12,900,000,000 تومان",18,تخلیه,سنگ,شخصي,0,1,0,0,5,115,3,1,هایگلاس,ايراني فرنگي,سنگ,1,1,1,1,شوفاژ_کولر_آسانسور,شخصي,تخلیه
آپارتمان,1404/02/06,فرجام غربی بالاتر از چهارراه ولیعصر,4,5,3,"4,770,000,000 تومان",18,اجاره,سنگ,شخصي,1,0,0,0,2,48,1,1,MDF,ايرانی,سراميک,1,0,1,1,شوفاژ_کولر_آسانسور_گاز,شخصي,اجاره
آپارتمان,1404/01/30,اتوبان بابایی شهرك البرز,4,13,8,"8,900,000,000 تومان",8,مسکونی,سنگ,تعاوني,1,0,0,0,3,98,2,1,MDF,ايراني فرنگي,سنگ,1,1,1,1,شوفاژ_کولر_آسانسور_گاز,تعاوني,مسکونی
